Crop,Soil_pH,Organic_Matter_Percent,N_Content_mgkg,P_Content_mgkg,K_Content_mgkg,Rainfall_mm,Temperature_C,Yield_Tons_per_ha,Fertilizer_Recommendation
Rice,6.22,4.37,99.1,31.9,129.2,947.6,22.2,4.9,No fertilizer needed
Soybeans,6.48,4.61,43.9,60.4,237.7,680.3,24.5,3.08,Need N fertilizer
Corn,6.79,2.54,117.8,46.2,167.8,651.4,21.3,6.64,No fertilizer needed
Wheat,6.61,4.28,113.8,33.7,167.3,796.4,15.7,4.56,No fertilizer needed
Corn,7.59,2.51,139.0,40.9,189.2,664.9,24.5,6.34,No fertilizer needed
Soybeans,6.81,3.5,45.0,54.0,209.5,472.0,19.8,3.26,Need N fertilizer
Rice,5.7,3.29,143.9,23.0,155.7,943.6,22.2,4.94,No fertilizer needed
Corn,6.38,3.06,121.1,34.3,192.0,806.3,24.5,6.62,No fertilizer needed
Rice,5.2,4.22,109.2,12.0,196.2,990.9,25.7,4.97,Need P fertilizer
Rice,6.15,3.28,109.9,59.5,164.0,854.2,21.9,4.58,No fertilizer needed
Soybeans,6.86,4.54,95.5,42.6,199.1,711.4,22.7,3.28,No fertilizer needed
Corn,6.51,2.49,122.4,56.3,207.9,702.8,22.5,6.32,No fertilizer needed
Corn,5.46,3.17,133.3,46.6,228.2,672.2,21.2,6.58,No fertilizer needed
Rice,5.66,2.61,93.4,33.2,179.5,986.6,29.1,4.74,No fertilizer needed
Soybeans,5.64,3.97,30.1,29.8,228.0,476.3,20.2,2.87,Need N-P complex fertilizer
Rice,5.61,3.23,92.5,51.3,139.6,831.3,22.3,4.65,No fertilizer needed
Corn,5.89,2.63,98.5,37.9,229.7,760.8,21.6,6.68,No fertilizer needed
Rice,5.92,4.04,87.5,25.1,217.5,850.3,25.8,4.84,No fertilizer needed
Soybeans,6.57,3.65,70.0,62.0,170.5,593.1,22.2,3.12,No fertilizer needed
Rice,5.51,3.84,123.9,19.4,194.2,868.5,22.4,4.91,No fertilizer needed
Rice,6.17,3.56,128.9,43.5,185.4,1121.3,27.4,4.65,No fertilizer needed
Soybeans,7.21,4.19,77.4,37.7,150.4,645.4,18.8,3.19,No fertilizer needed
Corn,5.74,2.2,107.5,24.2,171.8,701.3,24.1,6.5,Need P fertilizer
Soybeans,6.54,5.14,83.7,47.8,175.7,668.7,24.0,3.04,No fertilizer needed
Rice,6.43,3.08,95.9,17.2,157.9,997.0,25.7,4.95,Need P fertilizer
Rice,5.67,4.37,93.9,37.4,136.5,928.4,23.2,5.21,No fertilizer needed
Rice,6.14,4.69,100.0,30.2,169.0,691.2,24.0,4.67,No fertilizer needed
Corn,7.29,2.03,111.8,41.8,207.7,745.4,21.5,6.24,No fertilizer needed
Soybeans,6.86,4.25,68.3,60.5,188.7,573.1,18.7,3.18,No fertilizer needed
Rice,5.57,4.09,113.8,24.8,215.5,733.1,23.6,4.7,No fertilizer needed
Soybeans,6.89,4.66,82.6,37.8,219.6,539.8,24.8,3.17,No fertilizer needed
Soybeans,6.22,5.09,74.0,31.2,213.9,588.9,21.4,2.99,Need P fertilizer
Wheat,5.95,3.27,107.6,39.0,217.5,666.6,20.1,4.37,No fertilizer needed
Rice,6.15,2.23,85.8,38.4,191.5,889.0,24.8,4.86,No fertilizer needed
Wheat,7.21,3.57,107.4,34.2,215.3,703.5,19.4,4.42,No fertilizer needed
Rice,5.87,4.07,83.4,31.4,172.3,944.7,22.1,5.16,No fertilizer needed
Wheat,6.21,3.59,101.9,36.6,277.1,597.9,20.3,4.25,No fertilizer needed
Corn,6.41,2.24,127.5,41.4,171.2,743.0,22.0,6.69,No fertilizer needed
Corn,6.84,2.55,109.0,25.6,180.1,623.0,21.1,6.66,Need P fertilizer
Wheat,6.53,3.47,148.0,39.1,139.3,573.2,19.4,4.21,No fertilizer needed
Soybeans,5.91,3.85,35.8,73.0,149.6,536.4,23.8,2.93,Need N fertilizer
Soybeans,7.1,4.78,80.8,51.7,138.9,498.5,21.0,3.17,No fertilizer needed
Corn,6.64,3.65,63.3,40.1,208.9,668.7,23.0,5.93,Need N fertilizer
Wheat,6.45,3.25,120.0,18.1,269.5,498.8,13.5,4.34,Need P fertilizer
Rice,6.2,4.0,62.5,21.9,193.1,939.9,27.8,4.99,Need N fertilizer
Wheat,6.56,3.79,124.2,33.8,189.2,537.3,17.7,4.26,No fertilizer needed
Soybeans,5.96,3.18,104.9,41.9,146.7,601.8,20.1,2.95,No fertilizer needed
Soybeans,6.59,3.91,59.7,52.5,189.4,591.8,20.0,3.29,No fertilizer needed
Wheat,5.78,4.16,82.3,43.7,199.2,553.5,20.8,4.58,No fertilizer needed
Rice,6.26,4.92,77.2,26.6,195.5,987.1,26.2,4.64,Need N fertilizer
Wheat,6.2,2.68,85.5,32.4,228.5,708.9,18.6,4.55,No fertilizer needed
Soybeans,7.04,3.96,43.0,52.1,210.7,732.7,19.8,3.02,Need N fertilizer
Wheat,6.73,2.91,101.8,20.6,167.7,447.4,19.1,4.26,Need P fertilizer
Wheat,6.39,3.58,146.9,41.4,221.0,542.8,16.6,4.27,No fertilizer needed
Soybeans,7.0,4.14,65.2,58.7,165.7,465.0,24.0,3.25,No fertilizer needed
Rice,5.91,3.38,117.9,44.4,175.9,869.3,24.6,5.07,No fertilizer needed
Rice,5.64,4.13,144.5,24.4,180.7,872.4,25.0,4.98,No fertilizer needed
Soybeans,6.29,3.11,71.7,40.0,174.8,515.9,20.1,3.08,No fertilizer needed
Rice,4.84,4.26,88.6,38.9,172.0,869.3,23.0,4.69,No fertilizer needed
Wheat,6.54,3.57,61.9,38.6,241.6,643.9,23.6,4.21,Need N fertilizer
Rice,5.68,3.94,128.7,16.1,156.4,901.0,26.6,4.78,Need P fertilizer
Rice,6.75,3.61,95.8,26.7,152.3,814.7,28.4,4.72,No fertilizer needed
Rice,5.43,4.93,98.5,54.4,136.6,888.7,22.6,4.88,No fertilizer needed
Corn,7.04,2.92,173.1,26.0,189.8,664.7,23.7,6.24,Need P fertilizer
Soybeans,6.16,3.53,108.7,41.7,137.4,609.3,21.7,3.16,No fertilizer needed
Wheat,7.02,2.99,86.5,30.7,184.8,624.3,19.8,4.56,No fertilizer needed
Wheat,6.62,3.4,111.0,34.3,195.4,640.0,15.5,4.53,No fertilizer needed
Corn,6.98,2.94,102.0,63.8,136.0,643.2,22.1,6.58,No fertilizer needed
Wheat,7.31,3.82,56.0,25.8,163.9,638.4,17.5,4.24,Need N fertilizer
Corn,5.76,3.13,117.4,37.0,128.6,721.0,22.8,6.62,No fertilizer needed
Soybeans,6.45,4.23,46.2,57.2,228.6,731.5,22.6,3.02,No fertilizer needed
Corn,6.95,3.31,88.5,35.3,163.2,672.8,23.1,6.38,Need N fertilizer
Corn,6.42,3.42,127.1,37.8,151.4,773.8,25.2,6.28,No fertilizer needed
Corn,7.13,2.51,122.0,29.3,90.5,785.4,23.5,5.89,Need K fertilizer
Soybeans,5.92,3.6,90.9,83.1,187.9,605.5,20.8,3.06,No fertilizer needed
Wheat,6.49,2.55,100.4,29.1,174.3,610.9,19.7,4.67,No fertilizer needed
Soybeans,6.85,3.24,45.1,43.5,168.4,481.6,22.1,2.96,No fertilizer needed
Rice,6.19,4.05,100.9,47.6,157.6,882.9,22.8,4.86,No fertilizer needed
Corn,6.02,2.91,88.5,30.8,202.8,745.1,24.3,6.46,Need N fertilizer
Rice,5.39,3.41,98.2,40.0,102.0,961.6,29.4,4.67,Need K fertilizer
Rice,6.83,3.93,103.1,23.7,180.9,825.4,26.3,4.72,No fertilizer needed
Rice,6.2,3.5,143.2,34.1,180.9,801.3,24.8,5.12,No fertilizer needed
Soybeans,6.58,3.28,68.1,42.7,200.4,506.6,21.4,3.31,No fertilizer needed
Rice,6.04,5.09,127.9,26.0,143.5,881.1,25.4,4.69,No fertilizer needed
Wheat,6.15,4.58,111.7,31.3,189.1,685.4,17.5,4.6,No fertilizer needed
Wheat,6.93,3.06,81.1,28.1,250.5,550.1,15.0,4.42,No fertilizer needed
Soybeans,7.14,4.53,88.8,37.3,163.4,585.9,24.1,3.35,No fertilizer needed
Rice,6.31,4.3,145.4,34.8,201.9,818.1,22.1,5.0,No fertilizer needed
Soybeans,7.83,4.8,63.0,32.9,175.1,657.4,24.6,2.97,No fertilizer needed
Rice,5.49,3.33,113.2,44.0,124.9,905.7,20.9,5.09,No fertilizer needed
Soybeans,6.39,4.51,63.2,41.8,159.5,624.2,18.2,3.15,No fertilizer needed
Corn,6.86,2.55,101.9,38.9,208.7,602.4,22.0,6.28,No fertilizer needed
Rice,6.41,4.06,98.3,29.9,165.5,886.6,25.0,4.86,No fertilizer needed
Rice,5.53,3.65,107.6,41.4,152.3,920.4,27.0,5.0,No fertilizer needed
Rice,6.06,3.88,104.5,40.8,176.9,822.0,25.2,5.13,No fertilizer needed
Soybeans,6.28,4.17,68.7,47.0,205.7,587.0,24.0,3.27,No fertilizer needed
Soybeans,7.04,3.67,62.9,37.6,188.4,553.7,23.1,3.07,No fertilizer needed
Corn,6.23,1.92,100.5,39.4,144.9,642.6,21.8,6.73,No fertilizer needed
Wheat,6.51,3.96,133.0,15.5,203.5,747.4,17.5,4.0,Need P fertilizer
Wheat,5.83,2.4,108.6,34.5,234.0,657.9,16.3,4.66,No fertilizer needed
Rice,5.23,4.42,111.8,45.4,176.6,946.0,24.4,4.69,No fertilizer needed
Wheat,6.17,3.45,33.3,32.7,184.3,578.5,17.7,4.14,Need N fertilizer
Rice,5.86,2.9,90.1,33.2,161.6,874.2,22.8,4.81,No fertilizer needed
Corn,7.22,3.21,125.7,15.7,192.0,722.9,22.6,6.36,Need P fertilizer
Wheat,6.64,3.78,114.2,51.4,220.6,503.7,17.7,4.27,No fertilizer needed
Soybeans,6.17,4.68,65.7,36.7,202.0,472.9,19.6,3.13,No fertilizer needed
Rice,6.34,3.37,131.3,56.6,123.4,802.4,25.5,4.6,No fertilizer needed
Rice,5.84,4.01,82.7,40.9,188.6,803.7,27.4,5.11,No fertilizer needed
Soybeans,7.11,4.05,68.1,56.2,203.8,606.2,22.7,3.12,No fertilizer needed
Corn,6.52,2.32,109.3,38.4,152.5,727.8,24.5,6.45,No fertilizer needed
Wheat,7.13,3.07,89.4,18.4,257.6,629.8,18.6,4.11,Need P fertilizer
Rice,6.62,4.84,118.3,30.3,115.7,845.1,26.2,4.93,No fertilizer needed
Corn,7.15,2.85,127.0,35.6,153.6,755.1,18.5,6.67,No fertilizer needed
Soybeans,6.5,3.95,94.4,42.4,214.7,608.3,19.1,3.06,No fertilizer needed
Wheat,5.97,3.49,91.5,23.0,272.8,628.2,20.4,4.32,No fertilizer needed
Wheat,6.33,2.69,103.9,25.6,193.5,593.4,19.9,4.4,No fertilizer needed
Soybeans,6.61,3.86,80.9,44.8,137.2,536.4,20.0,3.28,No fertilizer needed
Corn,6.16,3.19,134.2,32.3,142.8,740.5,24.7,6.48,No fertilizer needed
Soybeans,7.49,3.78,46.2,24.9,198.7,539.6,21.4,2.86,Need P fertilizer
Rice,5.07,4.32,88.8,40.0,163.2,905.6,22.9,4.93,No fertilizer needed
Rice,5.91,3.66,47.2,25.8,267.0,907.3,22.3,4.42,Need N fertilizer
Corn,5.24,3.3,136.5,34.5,174.5,686.6,22.1,6.55,No fertilizer needed
Rice,6.07,3.45,107.0,33.3,177.8,893.3,27.0,4.83,No fertilizer needed
Corn,7.16,2.21,147.4,26.0,145.2,770.3,25.9,6.45,Need P fertilizer
Wheat,6.72,2.63,84.0,50.3,194.2,519.3,16.5,4.62,No fertilizer needed
Corn,6.17,2.86,111.6,67.8,178.3,747.7,23.7,6.0,No fertilizer needed
Soybeans,6.98,3.98,59.6,40.7,176.1,596.3,22.9,3.08,No fertilizer needed
Soybeans,6.24,3.91,81.8,45.4,147.7,652.8,18.3,3.3,No fertilizer needed
Corn,6.9,2.25,140.7,43.3,202.2,709.3,24.1,6.58,No fertilizer needed
Corn,6.47,2.65,96.1,45.9,188.6,794.7,19.8,6.22,No fertilizer needed
Soybeans,6.31,4.31,51.7,53.5,190.1,516.2,19.8,3.15,No fertilizer needed
Wheat,6.56,3.69,93.2,16.5,209.9,714.4,18.3,4.48,Need P fertilizer
Wheat,6.58,2.77,80.8,29.3,229.3,550.7,20.5,4.67,No fertilizer needed
Corn,6.48,3.27,120.7,43.9,168.1,646.5,19.4,6.59,No fertilizer needed
Soybeans,6.2,5.53,100.5,54.4,287.9,597.7,19.6,3.14,No fertilizer needed
Rice,5.82,3.54,166.2,30.4,193.5,1004.0,26.0,4.66,No fertilizer needed
Soybeans,7.37,4.6,36.8,47.8,235.2,550.7,21.5,3.03,Need N fertilizer
Corn,5.7,3.01,158.4,48.2,141.3,642.8,22.3,6.17,No fertilizer needed
Soybeans,7.11,5.4,58.3,59.0,169.9,566.5,24.9,3.17,No fertilizer needed
Corn,6.5,0.91,96.7,44.3,124.6,697.3,22.6,6.15,No fertilizer needed
Soybeans,7.36,3.94,92.7,49.6,189.6,585.4,24.9,3.31,No fertilizer needed
Soybeans,7.25,4.2,117.1,27.3,215.6,599.9,21.2,3.06,Need P fertilizer
Soybeans,6.42,4.14,34.2,42.6,249.7,457.7,25.7,3.03,Need N fertilizer
Wheat,6.05,3.06,157.7,29.1,213.3,633.6,17.2,4.15,No fertilizer needed
Soybeans,6.76,3.44,31.4,42.6,220.3,516.7,19.7,3.09,Need N fertilizer
Corn,6.31,2.97,131.7,45.5,198.0,725.3,22.8,6.33,No fertilizer needed
Rice,6.2,3.58,108.9,21.3,178.2,935.9,22.9,4.94,No fertilizer needed
Soybeans,7.06,4.19,72.2,59.5,194.5,484.7,21.4,3.06,No fertilizer needed
Corn,6.61,1.24,113.1,20.1,126.7,619.6,23.4,6.14,Need P fertilizer
Corn,6.18,3.74,94.5,31.5,208.8,816.0,24.0,6.63,No fertilizer needed
Wheat,7.11,4.16,92.2,28.7,239.5,507.3,24.7,4.23,No fertilizer needed
Corn,6.37,1.68,98.4,42.5,221.4,689.7,22.7,6.12,No fertilizer needed
Corn,7.44,2.65,115.7,43.4,233.6,569.5,20.0,6.34,No fertilizer needed
Rice,5.85,4.59,76.3,14.2,145.1,922.1,23.6,4.43,Need N-P complex fertilizer
Soybeans,7.14,4.53,81.8,44.8,172.4,559.9,18.0,3.08,No fertilizer needed
Corn,6.11,1.15,121.4,29.1,131.1,685.5,23.5,6.01,No fertilizer needed
Corn,6.94,1.66,113.6,51.0,167.9,666.5,23.4,6.17,No fertilizer needed
Wheat,5.52,3.63,110.0,37.6,259.4,561.8,18.0,4.43,No fertilizer needed
Rice,6.08,3.24,108.6,31.0,147.7,1036.7,25.9,5.05,No fertilizer needed
Soybeans,6.82,4.74,76.7,47.7,185.8,582.6,23.2,3.36,No fertilizer needed
Wheat,5.66,2.02,145.8,39.2,259.9,658.5,19.9,4.14,No fertilizer needed
Soybeans,6.78,4.58,46.0,67.3,206.7,491.2,24.7,2.95,No fertilizer needed
Rice,5.27,4.34,106.4,18.0,229.1,1026.3,24.0,4.92,No fertilizer needed
Corn,6.24,2.63,118.3,28.6,175.1,639.8,22.9,6.72,No fertilizer needed
Wheat,5.59,2.42,61.3,45.0,157.7,589.6,15.1,4.39,Need N fertilizer
Soybeans,6.52,4.52,59.4,47.2,160.8,611.9,17.7,3.06,No fertilizer needed
Corn,6.11,2.41,138.9,45.5,230.9,580.8,18.0,6.18,No fertilizer needed
Rice,5.38,3.47,123.0,36.3,204.1,854.6,24.3,4.77,No fertilizer needed
Rice,5.64,3.79,105.7,12.9,187.4,907.6,23.4,4.79,Need P fertilizer
Corn,6.52,3.75,139.8,44.5,201.2,593.3,21.2,6.38,No fertilizer needed
Soybeans,6.48,4.33,54.6,45.5,264.7,547.4,23.4,3.19,No fertilizer needed
Soybeans,5.87,4.81,68.6,41.4,155.7,602.2,23.0,3.28,No fertilizer needed
Corn,6.37,3.03,157.5,50.1,182.3,735.4,23.4,6.28,No fertilizer needed
Rice,5.37,4.39,119.7,27.6,173.5,896.4,27.4,4.8,No fertilizer needed
Soybeans,6.29,4.3,71.0,56.0,226.7,649.7,19.6,3.31,No fertilizer needed
Rice,6.33,3.95,138.3,17.4,128.0,952.9,24.5,4.74,Need P fertilizer
Wheat,6.91,3.92,110.9,27.7,205.5,719.6,18.3,4.65,No fertilizer needed
Rice,5.61,4.2,94.1,27.9,172.6,872.6,27.9,4.8,No fertilizer needed
Rice,5.8,3.35,126.3,38.0,190.2,822.6,27.5,5.21,No fertilizer needed
Corn,6.34,4.1,132.6,37.6,232.8,625.3,21.4,6.66,No fertilizer needed
Rice,5.9,3.76,116.4,37.7,187.6,886.5,27.6,5.02,No fertilizer needed
Rice,7.19,3.58,122.1,22.7,192.5,812.8,26.7,5.06,No fertilizer needed
Soybeans,7.01,4.45,95.7,29.3,269.1,574.9,22.4,3.04,Need P fertilizer
Corn,7.26,2.5,98.9,51.7,144.2,630.8,19.5,6.4,No fertilizer needed
Rice,5.24,2.95,130.9,38.9,171.3,874.7,26.0,4.78,No fertilizer needed
Corn,7.23,3.34,98.4,35.0,167.2,698.6,21.3,6.65,No fertilizer needed
Corn,7.6,3.63,91.5,35.3,159.5,842.2,21.0,5.99,No fertilizer needed
Rice,5.83,4.07,76.2,20.9,142.1,909.8,24.0,5.04,Need N fertilizer
Rice,5.62,4.05,138.5,28.0,127.1,1001.0,21.0,4.92,No fertilizer needed
Soybeans,7.09,3.52,101.8,28.8,135.2,710.0,20.2,3.13,Need P fertilizer
Rice,5.69,4.7,123.6,27.8,218.1,886.6,26.5,4.76,No fertilizer needed
Soybeans,6.09,5.1,89.7,53.7,240.9,716.2,26.9,3.17,No fertilizer needed
Rice,6.01,3.26,96.3,28.7,148.4,825.8,27.5,5.16,No fertilizer needed
Rice,6.4,2.73,146.2,28.2,252.1,868.6,26.9,4.68,No fertilizer needed
Rice,6.71,4.32,98.8,26.9,148.0,933.3,25.8,5.22,No fertilizer needed
Corn,6.22,4.03,133.8,42.1,168.4,785.9,22.6,6.38,No fertilizer needed
Corn,7.09,1.41,176.1,16.9,168.7,769.7,22.5,5.68,Need P fertilizer
Soybeans,5.85,4.1,66.8,57.1,134.0,661.8,19.8,3.03,No fertilizer needed
Rice,5.58,3.39,164.7,38.2,125.7,968.4,23.7,4.6,No fertilizer needed
Rice,6.57,3.66,139.8,36.1,130.8,912.2,25.1,5.13,No fertilizer needed
Soybeans,6.97,3.56,58.8,58.2,197.7,609.1,20.7,3.31,No fertilizer needed
Wheat,6.56,2.7,71.3,31.0,178.4,619.0,20.3,4.29,Need N fertilizer
Corn,6.02,2.94,122.0,45.1,170.1,584.6,24.1,6.39,No fertilizer needed
Corn,6.52,2.15,89.9,38.2,122.5,594.7,20.7,6.44,Need N fertilizer
Wheat,7.18,4.46,83.2,49.8,194.4,695.8,20.7,4.56,No fertilizer needed
Wheat,6.49,3.67,114.6,26.2,200.9,634.5,20.1,4.71,No fertilizer needed
Wheat,5.99,3.6,121.0,33.1,193.6,551.3,15.1,4.62,No fertilizer needed
Corn,6.38,3.15,106.0,29.7,169.6,773.2,21.7,6.34,No fertilizer needed
Wheat,8.03,3.23,163.7,35.2,215.6,642.0,17.9,4.19,No fertilizer needed
Soybeans,6.52,4.82,50.7,33.1,208.9,514.3,23.7,3.31,No fertilizer needed
Soybeans,6.24,3.36,62.1,39.2,220.2,606.8,24.7,3.03,No fertilizer needed
Soybeans,6.38,4.63,68.5,43.5,136.8,558.8,23.2,3.11,No fertilizer needed
Corn,7.1,3.23,118.4,34.0,167.8,712.6,22.1,6.6,No fertilizer needed
Wheat,6.83,3.54,69.4,24.8,214.1,635.5,18.9,4.6,Need N fertilizer
Rice,4.65,3.58,116.2,34.4,194.6,849.3,26.9,4.72,No fertilizer needed
Rice,5.82,4.01,98.9,23.9,123.3,952.2,25.8,5.1,No fertilizer needed
Wheat,7.39,3.08,87.2,37.3,162.0,554.5,19.8,4.62,No fertilizer needed
Corn,7.07,2.66,124.1,41.4,219.1,605.0,22.4,6.43,No fertilizer needed
Rice,6.32,3.38,93.8,36.3,116.2,1020.0,23.0,4.91,No fertilizer needed
Wheat,6.86,3.49,110.1,31.0,149.0,531.6,20.6,4.54,No fertilizer needed
Rice,6.29,3.78,120.3,31.9,163.1,1036.6,24.2,4.96,No fertilizer needed
Corn,5.7,2.9,166.4,39.9,172.4,746.8,22.4,6.28,No fertilizer needed
Rice,5.7,4.49,108.6,15.3,146.3,853.3,24.5,4.89,Need P fertilizer
Soybeans,6.42,4.17,86.8,59.5,198.9,547.1,23.1,3.16,No fertilizer needed
Soybeans,6.74,4.38,108.2,42.0,165.5,390.5,25.1,3.04,No fertilizer needed
Soybeans,6.86,4.15,69.3,52.4,221.9,490.1,20.4,3.34,No fertilizer needed
Soybeans,6.69,5.03,91.2,61.5,151.3,655.8,19.7,3.22,No fertilizer needed
Soybeans,5.66,3.97,18.8,55.5,188.4,417.1,22.8,2.86,Need N fertilizer
Corn,6.33,2.21,98.5,28.7,172.2,649.5,22.9,6.43,No fertilizer needed
Corn,7.13,2.93,96.7,49.2,142.7,720.6,21.9,6.16,No fertilizer needed
Corn,5.84,2.85,99.4,44.8,129.0,675.2,26.0,6.39,No fertilizer needed
Soybeans,7.08,4.06,91.8,37.0,121.7,561.0,22.0,3.12,Need K fertilizer
Rice,5.91,2.96,95.7,21.8,183.9,981.0,25.1,4.77,No fertilizer needed
Soybeans,6.84,3.31,78.6,40.2,187.4,528.2,21.3,3.19,No fertilizer needed
Rice,5.74,4.14,98.4,41.7,185.3,962.2,24.9,5.04,No fertilizer needed
Rice,6.52,2.78,143.1,22.2,188.1,804.5,27.8,4.87,No fertilizer needed
Rice,6.53,4.41,142.7,11.8,158.1,929.3,23.5,4.56,Need P fertilizer
Corn,6.65,2.91,103.1,34.4,191.8,627.3,23.0,6.51,No fertilizer needed
Rice,5.94,3.34,122.7,43.4,151.1,850.1,22.5,4.85,No fertilizer needed
Corn,6.54,2.9,97.4,28.2,122.6,789.2,22.2,6.16,No fertilizer needed
Wheat,6.6,3.42,102.3,42.6,168.2,661.1,16.9,4.52,No fertilizer needed
Wheat,7.1,3.01,146.1,25.3,210.3,670.7,18.3,4.23,No fertilizer needed
Corn,7.07,2.59,67.7,38.7,160.8,707.6,19.4,6.27,Need N fertilizer
Wheat,6.46,3.74,88.6,39.9,182.8,702.8,18.7,4.72,No fertilizer needed
Corn,7.03,2.32,131.4,62.2,138.7,705.1,20.5,6.11,No fertilizer needed
Soybeans,6.53,4.87,97.2,22.8,218.7,535.5,24.7,2.99,Need P fertilizer
Corn,7.18,3.12,150.8,43.0,199.4,789.7,20.7,6.53,No fertilizer needed
Soybeans,7.42,3.7,73.4,36.4,140.8,432.4,21.2,3.3,No fertilizer needed
Wheat,5.38,3.82,91.4,33.2,156.8,742.9,22.0,4.59,No fertilizer needed
Wheat,6.63,3.56,126.0,36.3,167.7,692.3,18.3,4.27,No fertilizer needed
Corn,6.22,2.84,118.6,37.4,222.1,699.6,19.5,6.27,No fertilizer needed
Wheat,5.66,2.66,137.7,22.4,240.8,654.7,23.7,4.42,Need P fertilizer
Soybeans,6.75,4.34,60.8,50.6,142.5,600.7,23.8,3.26,No fertilizer needed
Wheat,6.43,3.56,75.5,47.1,176.9,712.3,19.6,4.3,No fertilizer needed
Wheat,6.84,2.95,83.8,29.7,246.8,655.0,18.3,4.58,No fertilizer needed
Soybeans,6.98,4.32,57.0,24.8,252.7,588.9,22.9,3.15,Need P fertilizer
Wheat,6.13,3.02,131.1,32.2,239.2,470.2,19.3,4.45,No fertilizer needed
Rice,5.47,3.26,101.4,38.4,191.0,879.5,21.2,4.92,No fertilizer needed
Wheat,7.28,4.11,123.4,33.2,167.6,619.2,20.2,4.31,No fertilizer needed
Wheat,6.69,3.1,102.4,28.4,226.1,758.9,18.3,4.42,No fertilizer needed
Soybeans,7.23,3.54,85.7,63.5,158.1,594.6,18.8,3.02,No fertilizer needed
Wheat,6.6,3.39,150.6,34.0,230.4,698.5,16.7,4.45,No fertilizer needed
Corn,6.22,3.0,163.4,39.0,200.9,693.9,21.7,6.52,No fertilizer needed
Wheat,6.16,3.47,137.9,33.2,179.6,563.7,21.2,4.42,No fertilizer needed
Soybeans,7.03,4.13,29.7,25.7,179.8,572.1,20.6,2.99,Need N-P complex fertilizer
Corn,5.44,2.73,144.9,37.6,210.9,613.6,20.6,6.51,No fertilizer needed
Wheat,6.45,3.08,72.2,37.7,245.5,677.1,17.1,4.35,No fertilizer needed
Wheat,5.97,3.26,69.0,27.0,162.0,642.3,16.5,4.39,Need N fertilizer
Wheat,7.03,3.69,113.1,43.0,174.6,595.0,17.5,4.36,No fertilizer needed
Soybeans,6.83,3.05,50.0,56.3,189.6,636.6,25.7,2.98,No fertilizer needed
Rice,6.07,3.29,90.2,43.9,171.0,821.2,23.8,4.99,No fertilizer needed
Corn,6.77,3.85,156.4,24.8,156.2,744.8,23.1,6.34,Need P fertilizer
Wheat,6.73,2.91,121.0,35.2,157.5,671.1,16.8,4.64,No fertilizer needed
Soybeans,7.21,2.78,61.4,42.8,186.6,511.5,19.9,3.12,No fertilizer needed
Corn,7.12,2.66,144.6,48.1,160.1,732.0,23.1,6.15,No fertilizer needed
Wheat,7.68,3.27,105.2,27.7,169.8,566.1,16.5,4.32,No fertilizer needed
Corn,6.06,2.57,134.6,39.8,175.4,731.6,23.4,6.39,No fertilizer needed
Rice,5.92,3.34,83.2,26.0,207.6,976.5,25.5,5.1,No fertilizer needed
Wheat,6.79,3.55,86.1,23.0,169.9,597.3,20.5,4.58,No fertilizer needed
Corn,6.28,2.0,117.0,22.1,154.3,764.8,22.4,6.12,Need P fertilizer
Soybeans,6.1,3.25,103.4,38.9,202.2,457.5,25.0,3.14,No fertilizer needed
Wheat,6.6,3.52,62.2,27.1,207.1,582.2,17.6,4.15,Need N fertilizer
Wheat,6.23,2.35,85.6,43.2,263.0,646.5,14.2,4.29,No fertilizer needed
Corn,6.82,3.06,151.6,36.3,166.1,661.0,21.0,6.29,No fertilizer needed
Corn,6.39,2.55,127.1,63.5,217.1,810.5,22.2,6.16,No fertilizer needed
Wheat,5.45,2.31,124.8,50.2,237.0,509.6,20.9,4.38,No fertilizer needed
Soybeans,5.59,4.31,69.2,24.4,224.2,600.1,24.2,2.87,Need P fertilizer
Corn,5.95,2.69,124.5,43.2,160.6,773.3,21.6,6.47,No fertilizer needed
Rice,5.83,2.59,93.8,36.0,108.4,810.5,28.9,4.78,No fertilizer needed
Wheat,7.36,2.91,142.8,32.8,149.4,597.6,17.1,4.28,No fertilizer needed
Soybeans,5.98,3.43,88.1,45.1,226.8,492.3,21.5,3.02,No fertilizer needed
Corn,6.0,3.21,138.5,38.1,199.9,676.2,22.0,6.61,No fertilizer needed
Corn,7.17,2.33,129.6,27.0,199.5,794.1,24.0,6.53,No fertilizer needed
Corn,6.47,1.7,136.8,61.6,164.2,728.3,25.6,5.88,No fertilizer needed
Wheat,5.98,3.41,107.4,23.6,229.1,499.0,17.8,4.53,No fertilizer needed
Wheat,6.59,3.66,108.4,35.0,281.6,671.3,21.0,4.33,No fertilizer needed
Soybeans,5.71,3.75,79.6,44.6,167.0,581.1,23.2,3.19,No fertilizer needed
Wheat,6.64,5.13,79.5,39.1,212.2,569.0,18.4,4.31,No fertilizer needed
Corn,6.53,3.06,91.1,56.0,226.1,680.3,19.5,6.08,No fertilizer needed
Corn,6.34,3.19,127.8,35.2,201.1,806.8,23.9,6.4,No fertilizer needed
Corn,6.48,2.24,144.8,43.5,188.6,730.0,17.7,6.35,No fertilizer needed
Rice,5.59,3.3,122.7,22.3,208.0,973.8,24.9,5.15,No fertilizer needed
Wheat,6.04,4.38,100.0,31.6,173.1,581.1,23.2,4.24,No fertilizer needed
